"objectid","BLOCKFACE_ID","AREA_TYPE","PM_DISTRICT_ID","BLOCK_NUM","BLOCK_ID","STREET_ID","STREET_NAME","BLOCKFACE_ORIENTATION","STR_NUM_PARITY","STR_SEG_ORIENTATION","FM_ADDR_NO","TO_ADDR_NO","ENDPT1_LONGITUDE","ENDPT1_LATITUDE","ENDPT2_LONGITUDE","ENDPT2_LATITUDE","CREATED_DT","LAST_UPD_DT","LAST_UPD_USER","LAST_UPD_PGM","NEIGHBORHOOD_ID","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district"
"1879430","753002",,"54","0","75300","753","Clipper Cove Ave","S","Even","L","50","98","-122.37166296","37.8174982","-122.3712043","37.81769949","2026-07-01 06:43:54-07:00","2026-07-01 06:43:54-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.371662958 37.8174982, -122.3712043 37.817699492)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Treasure Island","6"
"1878376","471022","Pilot","2","2","47102","471","HARRISON ST","NW","Even","R","200","298","-122.39056226","37.78807081","-122.39113559","37.78761718","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.390562261 37.788070811, -122.391135586 37.78761718)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1878994","418073","Pilot","2","7","41807","418","FOLSOM ST","SE","Odd","L","765","799","-122.40037518","37.78252163","-122.40073325","37.78223899","2011-03-15 05:58:40-07:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.400375176 37.782521625, -122.400733253 37.782238986)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1877051","692022",,"42","2","69202","692","UTAH ST","W","Even","R","200","298","-122.40674896","37.76698739","-122.40671982","37.7666824","2011-02-11 02:57:05-08:00","2019-03-11 04:23:28-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.406748956 37.766987389, -122.40671982 37.766682403)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","6"
"1879391","646012","Pilot","3","1","64601","646","ROSE ST","N","Even","R","100","198","-122.42365758","37.77349123","-122.42244254","37.77364282","2022-09-16 08:12:10-07:00","2022-09-21 04:33:23-07:00","OpenGeoUser","OpenGeo - blockfaces.html","3","LINESTRING (-122.423657578 37.773491229, -122.422442537 37.773642817)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","6"
"1877147","383272",,"32","27","38327","383","DIAMOND ST","W","Even","R","2770","2798","-122.43381513","37.73483705","-122.43390565","37.7345856","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.433815128 37.734837055, -122.433905653 37.734585596)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Glen Park","8"
"1879262","216121",,"42","12","21612","216","16TH ST","S","Odd","L","1201","1299","-122.39972646","37.76621249","-122.39900897","37.76626126","2021-04-23 07:58:42-07:00","2021-04-23 07:58:42-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.399726462 37.766212494, -122.399008971 37.766261262)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission Bay","10"
"1876529","500062",,"12","6","50006","500","JACKSON ST","N","Even","R","600","698","-122.40530779","37.79623013","-122.4065691","37.79607624","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.405307785 37.796230135, -122.406569101 37.796076242)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1878765","470062","Pilot","1","6","47006","470","HOWARD ST","NW","Even","R","600","634","-122.39868035","37.78654999","-122.39895695","37.78633072","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.398680346 37.78654999, -122.39895695 37.786330718)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1879061","389012",,"42","1","38901","389","DIVISION ST","N","Even","R","100","199","-122.40634526","37.76969733","-122.40433844","37.76982721","2016-05-11 04:29:27-07:00","2016-07-12 16:40:08-07:00","Randy","SQL Dev-Chg ST #","0","LINESTRING (-122.406345261 37.769697328, -122.404338442 37.769827209)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1876381","820012","Pilot","2","1","82001","820","BRYANT ST","NW","Even","R","32","98","-122.38898713","37.78683665","-122.38959063","37.7863619","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.388987125 37.786836653, -122.389590626 37.786361899)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1876921","605002","Pilot","3","0","60500","605","PAGE ST","N","Even","R","24","98","-122.4214303","37.77426272","-122.42227419","37.77415611","2011-02-11 02:57:05-08:00","2022-09-22 04:34:52-07:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.421430296 37.774262724, -122.42227419 37.774156105)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","6"
"1876348","569211",,"16","21","56921","569","MARKET ST","SE","Odd","L","2101","2195","-122.42939449","37.76697646","-122.43045206","37.76615984","2011-02-11 02:57:05-08:00","2016-06-22 07:55:14-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.429394488 37.766976463, -122.430452056 37.766159838)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Castro/Upper Market","8"
"1876862","381012",,"29","1","38101","381","DAY ST","N","Even","R","100","198","-122.42615771","37.74297123","-122.42644438","37.74295413","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.426157715 37.742971233, -122.426444377 37.742954134)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Noe Valley","8"
"1878421","225341",,"29","34","22534","225","25TH ST","S","Odd","L","3401","3499","-122.41846912","37.75058238","-122.42028365","37.75047274","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.418469121 37.750582378, -122.420283645 37.750472742)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","9"
"1878948","524062",,"42","6","52406","524","KING ST","NW","EVEN","R","600","698","-122.400987","37.771108999999996","-122.402364","37.769967","2019-04-17 10:28:20-07:00","2019-04-17 10:28:20-07:00","CLIM","SQL","0","LINESTRING (-122.400987 37.771109, -122.402364 37.769967)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission Bay","6"
"1876833","440501",,"21","50","44050","440","GEARY BLVD","S","Odd","L","5001","5099","-122.47296319","37.78049185","-122.47377992","37.78045464","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.472963186 37.780491853, -122.473779924 37.780454637)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Outer Richmond","1"
"1879471","107034","Control","9","3","10703","107","07TH AVE","E","Even","L","380","398","-122.46534447","37.78130558","-122.46533374","37.78116885","2023-11-02 03:53:35-07:00","2023-11-02 03:53:35-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.465344471 37.781305583, -122.465333743 37.781168849)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Inner Richmond","1"
"1877286","440632",,"21","63","44063","440","GEARY BLVD","N","Even","R","6300","6398","-122.48706095","37.78011869","-122.48755683","37.78009656","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.487060954 37.780118688, -122.48755683 37.78009656)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Outer Richmond","1"
"1878616","652321","Pilot","7","32","65232","652","SCOTT ST","W","Odd","L","3201","3299","-122.44109736","37.79935526","-122.44124623","37.80006437","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","7","LINESTRING (-122.441097365 37.799355261, -122.441246228 37.800064373)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Marina","2"
"1877354","666232",,"18","23","66623","666","SUTTER ST","N","Even","R","2300","2398","-122.43838765","37.78548984","-122.43942869","37.78535808","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.438387648 37.785489841, -122.439428686 37.785358077)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Pacific Heights","2"
"1878187","350241","Pilot","5","24","35024","350","CALIFORNIA ST","S","Odd","L","2401","2499","-122.43397103","37.78880507","-122.43533997","37.78863106","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","5","LINESTRING (-122.433971032 37.788805069, -122.435339972 37.78863106)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Pacific Heights","2"
"1878107","336262",,"18","26","33626","336","BUSH ST","N","Even","R","2600","2698","-122.44024945","37.78622309","-122.4404438","37.78619871","2011-02-11 02:57:05-08:00","2016-12-21 02:29:56-08:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.440249447 37.786223094, -122.440443798 37.786198706)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Pacific Heights","2"
"1877310","326082","Pilot","6","8","32608","326","BEACH ST","N","Even","R","800","898","-122.4223788","37.80649065","-122.42373064","37.80629551","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","6","LINESTRING (-122.422378797 37.806490646, -122.422583987 37.806443372, -122.423730638 37.806295514)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Russian Hill","2"
"1878160","354202","Pilot","7","20","35420","354","CHESTNUT ST","N","Even","R","2000","2048","-122.43658519","37.80083384","-122.43719674","37.80075739","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","7","LINESTRING (-122.436585194 37.800833836, -122.437196741 37.800757393)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Marina","2"
"1877946","720071","Pilot","1","7","72007","720","WASHINGTON ST","S","Odd","L","727","799","-122.40599678","37.79516395","-122.40638704","37.79511467","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.405996781 37.795163951, -122.406387045 37.795114665)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1876683","562031",,"13","3","56203","562","MASON ST","W","Odd","L","301","399","-122.40977469","37.78632669","-122.40991048","37.78698954","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.409774693 37.786326695, -122.409910481 37.786989539)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","3"
"1878027","444121",,"12","12","44412","444","GRANT AVE","W","Odd","L","1201","1299","-122.40718367","37.79840173","-122.40723697","37.79867431","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.407183665 37.79840173, -122.407236974 37.798674311)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1878446","324031","Pilot","1","3","32403","324","BATTERY ST","W","Odd","L","301","399","-122.40024744","37.79421646","-122.40036612","37.79479179","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.400247435 37.794216455, -122.400366124 37.794791792)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Chinatown","3"
"1877627","546272","Pilot","6","27","54627","546","LEAVENWORTH ST","E","Even","R","2700","2798","-122.41875277","37.80642325","-122.41882317","37.80676725","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","6","LINESTRING (-122.418752766 37.806423255, -122.418823174 37.80676725)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1876901","681051",,"13","5","68105","681","TAYLOR ST","W","Odd","L","501","599","-122.41162845","37.78708107","-122.41176222","37.7877409","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.411628445 37.78708107, -122.411762221 37.787740897)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","3"
"1878687","363102","Pilot","6","10","36310","363","COLUMBUS AVE","NE","Even","R","1000","1098","-122.41532187","37.80396902","-122.41576544","37.80427681","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","6","LINESTRING (-122.415321867 37.80396902, -122.41576544 37.804276805)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1877959","363122","Pilot","6","12","36312","363","COLUMBUS AVE","NE","Even","R","1200","1298","-122.41772883","37.80563166","-122.41808187","37.8058801","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","6","LINESTRING (-122.417728827 37.805631664, -122.418081875 37.805880105)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","North Beach","3"
"1878092","606031","Pilot","1","3","60603","606","PINE ST","S","Odd","L","301","399","-122.40112653","37.79202977","-122.40243814","37.7918628","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","1","LINESTRING (-122.401126534 37.792029773, -122.402438141 37.791862804)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","3"
"1878219","612242",,"15","24","61224","612","POLK ST","E","Even","R","2400","2498","-122.42232951","37.79911185","-122.42242708","37.79959465","2011-02-11 02:57:05-08:00","2011-12-14 06:11:09-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.422329511 37.799111849, -122.422427077 37.799594649)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Russian Hill","3"
"1877542","125122",,"24","12","12512","125","25TH AVE","E","Even","L","1200","1298","-122.48350433","37.76356065","-122.48349326","37.76340978","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.483504325 37.763560652, -122.483493261 37.763409777)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Sunset/Parkside","4"
"1877105","401022",,"13","2","40102","401","ELLIS ST","N","Even","R","200","298","-122.41008047","37.78526956","-122.41102796","37.78515188","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.410080467 37.785269563, -122.411027962 37.785151881)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1878945","669072",,"23","7","66907","669","STANYAN ST","E","Even","R","700","748","-122.45342497","37.76906883","-122.45327657","37.76833618","2011-09-21 03:36:42-07:00","2012-03-05 08:08:49-08:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.453424974 37.769068833, -122.45327657 37.768336184)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Haight Ashbury","5"
"1878355","401031",,"13","3","40103","401","ELLIS ST","S","Odd","L","301","399","-122.41132066","37.78499095","-122.41256991","37.78483303","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.41132066 37.784990947, -122.412569905 37.784833032)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1876821","701052","Pilot","3","5","70105","701","VAN NESS AVE","E","Even","R","500","598","-122.42012674","37.78028063","-122.42025045","37.78089016","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.420126735 37.780280628, -122.420250453 37.780890163)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1879395","592022","Pilot","3","2","59202","592","OCTAVIA ST","E","Even","R","200","298","-122.42393049","37.77472937","-122.42379236","37.77402444","2022-09-19 04:44:56-07:00","2022-11-16 03:26:18-08:00","OpenGeoUser","OpenGeo - blockfaces.html","3","LINESTRING (-122.423930493 37.774729369, -122.423792359 37.774024437)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","5, 6"
"1878880","652152",,"18","15","65215","652","SCOTT ST","E","Even","R","1502","1598","-122.43792688","37.78444369","-122.4378209","37.7839201","2011-09-21 03:36:42-07:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.437926882 37.784443692, -122.4378209 37.783920102)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Japantown","5"
"1877686","418091",,"14","9","41809","418","FOLSOM ST","SE","Odd","L","901","999","-122.40360893","37.77997083","-122.40519211","37.77871756","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.403608932 37.779970831, -122.405192114 37.778717562)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1877440","471052","Pilot","2","5","47105","471","HARRISON ST","NW","Even","R","500","598","-122.393276","37.78592537","-122.39511768","37.78446892","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.393276001 37.785925367, -122.395117683 37.78446892)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Financial District/South Beach","6"
"1877771","470081","Pilot","1","8","47008","470","HOWARD ST","SE","Odd","L","801","899","-122.40283947","37.78303661","-122.40474754","37.78152887","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.402839469 37.783036612, -122.404747536 37.781528867)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","South of Market","6"
"1877828","110121",,"24","12","11012","110","10TH AVE","W","Odd","R","1201","1299","-122.4674653","37.7641732","-122.46746128","37.76411587","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.467465299 37.764173205, -122.467461275 37.764115872)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Inner Sunset","7"
"1877219","469151",,"37","15","46915","469","HOLLOWAY AVE","S","Odd","L","1527","1549","-122.47561456","37.7207755","-122.4759656","37.72071112","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.475614564 37.720775498, -122.475771475 37.720738282, -122.4759656 37.720711125)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Lakeshore","7"
"1877418","230032",,"29","3","23003","230","30TH ST","N","Even","R","300","362","-122.42671294","37.74214142","-122.42689399","37.74213036","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.426712935 37.74214142, -122.426893985 37.742130356)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Noe Valley","8"
"1878412","569182",,"16","18","56918","569","MARKET ST","NW","Even","R","1804","1896","-122.42372748","37.77179741","-122.42468316","37.77104305","2011-02-11 02:57:05-08:00","2016-07-29 05:05:59-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.423727476 37.771797405, -122.424683162 37.77104305)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","8"
"1879221","669074",,"23","7","66907","669","STANYAN ST","E","Even","R","750","798","-122.45308991","37.76741465","-122.45324064","37.76815881","2012-03-05 08:05:19-08:00","2012-03-05 08:06:58-08:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.453089911 37.767414654, -122.453240642 37.768158815)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Haight Ashbury","8"
"1877255","370011","Pilot","4","1","37001","370","CAPP ST","E","Odd","L","101","199","-122.41861296","37.76497787","-122.41847961","37.76358524","2011-02-11 02:57:05-08:00","2014-07-28 08:30:11-07:00","OpenGeoUser","OpenGeo - blockfaces.html","4","LINESTRING (-122.418612955 37.764977872, -122.418479606 37.763585236)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission","9"
"1876700","657262",,"33","26","65726","657","SAN BRUNO AVE","W","Even","R","2600","2698","-122.40411889","37.72870147","-122.40370851","37.72771072","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.40411889 37.728701469, -122.403708509 37.727710722)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Portola","9"
"1879136","492101",,"44","10","49210","492","IOWA ST","E","Odd","L","1001","1099","-122.39142941","37.75398524","-122.3912846","37.75335397","2018-07-15 08:08:03-07:00","2018-08-01 04:31:54-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.391429411 37.753985241, -122.391284598 37.753353967)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Potrero Hill","10"
"1879379","333151",,"33","15","33315","333","BAY SHORE BLVD","E","Odd","L","1501","1599","-122.40125988","37.72504104","-122.40073637","37.72376501","2021-08-17 02:36:42-07:00","2021-08-17 02:36:42-07:00","OpenGeoUser","OpenGeo - blockfaces.html","0","LINESTRING (-122.401259877 37.725041038, -122.400736373 37.72376501)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Bayview Hunters Point","10"
"1877195","410051",,"36","5","41005","410","FAXON AVE","W","Odd","L","501","599","-122.46030175","37.72433414","-122.46030276","37.72457151","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.46030175 37.724334138, -122.460302756 37.724571515)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Oceanview/Merced/Ingleside","11"
"1876526","441091",,"35","9","44109","441","GENEVA AVE","NE","Odd","L","901","999","-122.44056528","37.71629652","-122.43957252","37.71585094","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.440565279 37.71629652, -122.439572521 37.715850935)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Excelsior","11"
"1877840","581141",,"25","14","58114","581","NORIEGA ST","S","Odd","L","1401","1499","-122.47875176","37.75404446","-122.47954637","37.75400925","2011-02-11 02:57:05-08:00","2011-12-14 06:11:08-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.47875176 37.754044458, -122.479546369 37.754009254)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Sunset/Parkside","4"
"1879278","590021","Pilot","3","2","59002","590","OAK ST","S","Odd","L","201","299","-122.42274505","37.77493407","-122.42391373","37.77480781","2022-09-27 03:13:25-07:00","2022-09-27 03:13:25-07:00","OpenGeoUser","OpenGeo - blockfaces.html","3","LINESTRING (-122.422745047 37.774934066, -122.42391373 37.774807812)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","5"
"1877065","563012",,"13","1","56301","563","MCALLISTER ST","N","Even","R","100","198","-122.41386341","37.7809656","-122.41517602","37.78080266","2011-02-11 02:57:05-08:00","2011-12-14 06:11:07-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.413863408 37.7809656, -122.415176021 37.780802655)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Tenderloin","5"
"1878366","590111",,"17","11","59011","590","OAK ST","S","Odd","L","1101","1199","-122.43760209","37.77304667","-122.43779421","37.77302152","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.437602092 37.773046671, -122.437794206 37.773021525)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Haight Ashbury","5"
"1878983","462182",,"23","18","46218","462","HAIGHT ST","N","Even","R","1800","1898","-122.45201167","37.76942265","-122.45338664","37.76924663","2011-02-11 02:57:05-08:00","2011-12-14 06:11:10-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","0","LINESTRING (-122.452011668 37.769422651, -122.453386643 37.76924663)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Haight Ashbury","5"
"1879506","666191","Pilot","5","19","66619","666","SUTTER ST","S","Odd","L","1901","1999","-122.43312283","37.7860421","-122.43180585","37.78620947","2026-04-30 01:34:13-07:00","2026-04-30 01:34:13-07:00","OpenGeoUser","OpenGeo - blockfaces.html","5","LINESTRING (-122.43312283 37.786042101, -122.431810564 37.786208874, -122.431805847 37.786209473)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Japantown","5"
"1878144","590012","Pilot","3","1","59001","590","OAK ST","N","Even","R","100","198","-122.42114263","37.77527359","-122.42230235","37.77512573","2011-02-11 02:57:05-08:00","2022-09-27 03:13:25-07:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","3","LINESTRING (-122.421142627 37.775273587, -122.422302354 37.775125729)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Hayes Valley","5"
"1876594","205062","Pilot","2","6","20506","205","05TH ST","SW","Even","R","600","698","-122.3984309","37.77618789","-122.39742607","37.77538624","2011-02-11 02:57:05-08:00","2011-12-14 06:11:06-08:00","Randy","SQL Dev-Init. NEIGHBORHOOD_ID","2","LINESTRING (-122.398430899 37.77618789, -122.397426071 37.77538624)","2026 Jul 11 02:13:39 AM","2026 Jul 11 10:30:56 AM","Mission Bay","6"
